Class,Project,Lines,String_Char_Count,Number_Types_Count
"ManyToManyMapper","summa","84","27","0"
"CollatorFactory","summa","197","20","1"
"RangeNumber","summa","148","2","6"
"LineInputStream","summa","193","17","5"
"IntArray2D","summa","225","1","3"
"IndirectLongSorter","summa","128","0","0"
"ResourceListener","summa","177","7","0"
"Pair","summa","71","3","0"
"PriorityQueueLong","summa","225","0","1"
"RAMEater","summa","131","3","18"
"PipedStream","summa","156","1","12"
"UniqueTimestampGenerator","summa","240","4","0"
"NativeRunner","summa","306","34","2"
"Security","summa","62","1","0"
"DeferredSystemExit","summa","88","0","0"
"StateThread","summa","253","11","0"
"Triple","summa","58","3","0"
"StringExtraction","summa","89","35","0"
"MachineStats","summa","213","14","2"
"ChangingSemaphore","summa","74","0","0"
"FactoryPool","summa","65","0","0"
"ConvenientMap","summa","403","120","34"
"ReaderInputStream","summa","111","17","27"
"CleanSlateRollingFileAppender","summa","70","2","0"
"DescriptorConverter","summa","242","39","0"
"Environment","summa","176","22","2"
"RecordUtil","summa","1028","172","8"
"ParseUtil","summa","179","25","0"
"LoggingExceptionHandler","summa","70","2","0"
"ThreadInterrupt","summa","45","0","0"
"PayloadMatcher","summa","213","21","0"
"Configuration","summa","1508","180","37"
"Configurable","summa","92","3","0"
"MemoryStorage","common","255","18","0"
"JStorage","common","720","73","24"
"RemoteStorage","common","314","30","1"
"XStorage","common","354","24","0"
"FileStorage","common","242","23","0"
"RemoteStorageMBean","common","92","13","0"
"SubConfigurationsNotSupportedException","summa","75","7","0"
"ConfigurationStorage","summa","137","9","0"
"Resolver","summa","229","20","3"
"ConfigurationStorageException","summa","43","2","0"
"PayloadQueue","summa","282","2","5"
"FilterChainHandler","summa","28","0","0"
"StreamFilter","common","171","6","10"
"PayloadBatcher","summa","212","10","6"
"FilterControl","summa","258","14","0"
"StreamCopyFilter","summa","77","1","1"
"Payload","summa","377","42","1"
"MachineStatsFilter","summa","60","0","0"
"FilterPump","summa","163","26","5"
"MARCObjectFilter","common","91","2","0"
"TikaFilter","common","210","13","2"
"FilterSequence","common","189","18","0"
"IdentityFilter","common","45","0","0"
"SnippetFilter","common","241","33","0"
"DiscardRelativesFilter","common","99","5","0"
"SanitiseUnicodeFilter","common","225","34","1"
"DumpFilter","common","224","30","1"
"DiscardUpdatesFilter","common","59","2","0"
"StdOutFilter","common","87","3","0"
"DiscardCountingFilter","common","107","5","5"
"ObjectFilterImpl","common","222","18","1"
"PushFilter","common","184","8","5"
"AbstractDiscardFilter","common","59","0","0"
"ScriptFilter","common","365","38","1"
"PayloadBufferFilter","common","69","0","0"
"PayloadException","common","118","6","0"
"ReplaceFilter","common","337","63","4"
"RecordShaperFilter","common","567","117","3"
"ObjectFilter","common","54","0","0"
"RegexFilter","common","85","7","0"
"MUXFilterFeeder","common","278","31","4"
"MUXFilter","common","422","17","2"
"GraphFilter","common","203","9","0"
"DelayFilter","common","121","5","0"
"Filter","summa","80","1","0"
"ExtraAsserts","summa","264","44","3"
"PayloadFeederHelper","summa","147","9","0"
"TermStatPerformance","summa","126","17","5"
"LuceneTestHelper","summa","93","9","0"
"NoExitTestCase","summa","102","2","1"
"SummaEntityResolver","summa","135","26","0"
"XHTMLEntityResolver","summa","61","9","0"
"DefaultNamespaceContext","summa","216","27","0"
"XMLStepper","summa","241","25","0"
"MarcAnnotations","statsbiblioteket","74","7","0"
"SummaConstants","statsbiblioteket","76","10","0"
"MARCObject","summa","446","52","0"
"MARCStepper","summa","221","38","3"
"MARC","summa","46","13","0"
"MARCObjectFactory","summa","135","18","0"
"Logging","statsbiblioteket","396","56","0"
"SummaRMIConnectionFactory","summa","36","0","0"
"RemoteHelper","summa","444","31","3"
"ConnectionConsumer","summa","263","14","0"
"GenericConnectionFactory","summa","93","4","0"
"StringConverter","summa","61","9","5"
"MemoryStringPool","summa","57","8","0"
"DiskStringPool","summa","61","8","0"
"ValueConverter","summa","47","0","11"
"MemoryPool","summa","159","10","1"
"SortedPool","summa","229","9","5"
"CollatorSortedPool","summa","39","2","0"
"DiskPool","summa","439","32","10"
"SortedPoolImpl","summa","489","31","12"
"LowerCaseCharFilterFactory","common","31","0","0"
"LowerCaseCharFilter","common","75","9","0"
"Inspect","summa","396","46","7"
"IndexReducer","summa","166","3","6"
"LuceneIndexField","summa","168","4","0"
"IndexFilter","summa","26","0","0"
"LuceneIndexUtils","summa","158","25","0"
"IndexDumper","summa","98","14","0"
"BuildPerformance","summa","170","19","3"
"LuceneIndexDescriptor","summa","376","30","0"
"RuleParser","common","179","62","0"
"LowerCasingReader","common","129","26","0"
"SummaFieldSeparatingAnalyzer","common","59","3","0"
"FreeTextAnalyzer","common","52","3","0"
"Rules","common","90","10","0"
"SummaLowercaseAnalyzer","common","37","2","0"
"SummaAnalyzer","common","119","14","0"
"SummaSymbolRemovingAnalyzer","common","52","2","0"
"DynamicPerFieldAnalyzerWrapper","common","99","14","0"
"SummaStandardAnalyzer","common","46","1","0"
"SummaKeywordAnalyzer","common","107","8","0"
"SummaNumberAnalyzer","common","152","25","0"
"IndexSpeed","summa","347","22","5"
"SummaQueryParser","common","418","63","2"
"LuceneBooster","common","346","46","0"
"TopCollector","common","158","8","1"
"BinaryCollector","common","176","8","1"
"DisjunctionQueryParser","common","365","51","0"
"SlimCollector","common","129","0","1"
"TermStatClient","common","481","54","8"
"TermEntry","common","294","55","1"
"TermStatSource","common","258","10","0"
"TermStat","common","685","72","2"
"IndexUtils","common","127","18","0"
"IndexConnector","common","213","19","0"
"IndexServiceException","common","64","2","0"
"IndexChangeListener","common","37","0","0"
"IndexChanger","common","46","0","0"
"IndexChangeEvent","common","112","0","0"
"MarcMultiVolumeMerger","summa","308","33","1"
"Record","statsbiblioteket","985","87","18"
"IndexField","summa","908","77","15"
"FieldProvider","summa","69","4","0"
"IndexException","summa","64","6","0"
"IndexDescriptor","summa","919","117","0"
"IndexAlias","summa","207","19","0"
"IndexGroup","summa","275","26","0"
"IndexCommon","summa","135","6","0"
"DescriptorManipulator","statsbiblioteket","146","10","0"
"StoringIndexDescriptor","statsbiblioteket","93","6","0"
"IndexController","statsbiblioteket","47","0","0"
"ManipulatorFactory","statsbiblioteket","66","0","0"
"RMIManipulatorProxy","summa","235","19","0"
"RemoteManipulator","summa","55","0","0"
"IndexControllerImpl","statsbiblioteket","772","37","2"
"XMLTransformer","statsbiblioteket","364","33","0"
"IndexManipulator","statsbiblioteket","147","1","0"
"LuceneManipulator","summa","592","36","6"
"WriterCallable","summa","168","5","0"
"StreamingDocumentCreator","summa","359","37","0"
"DocumentCreatorBase","summa","122","7","0"
"IDMapper","summa","167","17","11"
"JNDIContextListener","summa","32","2","0"
"TestExposedLookupQueryComponent","apache","127","15","5"
"TestExposedFacetQueryComponent","apache","375","40","12"
"TestDoubleIntArrayList","apache","67","0","7"
"TestChunkedLongArray","apache","218","2","0"
"TestMonotonicReaderFactory","lucene","67","0","0"
"TestGrowingMutable","lucene","47","0","0"
"TestGroupTermProvider","lucene","378","38","0"
"TestExposedCache","lucene","569","34","1"
"ExposedHelper","lucene","330","43","1"
"TestConcat","lucene","156","15","2"
"TestFieldTermProvider","lucene","408","39","0"
"TestHierarchicalFacetsPerformance","search","403","25","2"
"TestExposedFacets","search","1487","98","4"
"TestFacetRequest","search","65","2","0"
"TestHierarchicalFacets","search","138","4","0"
"CorpusGenerator","search","225","19","4"
"TestHierarchicalTermProvider","search","233","15","1"
"UnzipThread","src","194","3","8"
"HttpStorageBridge","summa","372","36","0"
"QueryToken","summa","125","12","0"
"ServletExperiment","summa","53","0","0"
"QueryTokenizer","summa","137","17","0"
"HttpExperiment","summa","100","4","0"
"TestRecordFactory","statsbiblioteket","49","2","0"
"StorageTestBase","statsbiblioteket","190","12","4"
"StorageMonkeyHelper","statsbiblioteket","380","18","19"
"SummonTestHelper","support","79","8","0"
"SolrSearchDualTestBase","support","148","11","0"
"DummyLeaf","support","76","5","0"
"SolrSearchTestBase","summa","102","7","0"
"SolrServerUnitTestUtil","summa","147","17","0"
"EmbeddedJettyWithSolrServer","summa","122","12","0"
"EmbeddedSolrJServer","summa","50","3","0"
"TestSortComparators","lucene","120","12","0"
"SortHelper","lucene","227","17","1"
"TestCommon","statsbiblioteket","246","13","3"
"IndexBuilder","statsbiblioteket","259","29","0"
"SearchPerformance","statsbiblioteket","216","21","0"
"SearchPerformanceMediator","statsbiblioteket","277","37","7"
"SearchPerformanceThread","statsbiblioteket","128","8","0"
"ReleaseHelper","statsbiblioteket","269","24","0"
"IterativeHelperDocCreator","statsbiblioteket","73","4","0"
"ReleaseTestCommon","statsbiblioteket","99","4","0"
"ServiceBaseSimple","summa","106","0","0"
"FakeClient","control","124","17","0"
"FakeThinClient","control","43","1","0"
"ConfigurationStorageTestCase","summa","79","7","0"
"DummyReader","common","118","2","6"
"DummyFilter","summa","49","7","0"
"DummyStreamToRecords","common","149","1","3"
"StringPoolSuper","summa","602","107","7"
"TestLowerCaseCharFilterFactory","common","84","11","0"
"SampleDataLoader","common","59","8","0"
"AnalyzerPerformance","common","91","2","0"
"AnalyzerTestCase","common","130","30","0"
"ReusableReader","common","78","2","0"
"DiscardingCollector","common","60","0","0"
"MysqlDataBaseList","gbshape","67","2","0"
"MysqlTableStructure","gbshape","493","126","1"
"MysqlViewStructure","gbshape","150","19","0"
"MysqlDataBase","gbshape","62","5","0"
"MysqlTableList","gbshape","84","6","0"
"MysqlSequenceStructure","gbshape","90","5","0"
"OracleViewStructure","gbshape","126","12","0"
"OracleTableList","gbshape","72","4","0"
"OracleDataBase","gbshape","68","5","0"
"OracleSequenceStructure","gbshape","140","18","0"
"OracleTableStructure","gbshape","594","122","2"
"SecurityFilter","gbshape","61","1","0"
"ValueListHandler","gbshape","132","0","0"
"IteratorException","gbshape","27","2","0"
"DBEHelper","gbshape","642","99","0"
"DBEUtils","gbshape","46","6","0"
"SapdbTableStructure","gbshape","570","127","0"
"SapdbTableList","gbshape","71","4","0"
"SapdbSequenceStructure","gbshape","139","17","0"
"SapdbViewStructure","gbshape","152","16","0"
"SapdbDataBase","gbshape","70","5","0"
"SimpleCount","gbshape","63","1","0"
"Select","gbshape","145","5","0"
"NonSelect","gbshape","78","2","0"
"CreateTableXmlBean","gbshape","63","11","0"
"DBEDigester","gbshape","47","1","0"
"DBEXmlBean","gbshape","39","5","0"
"TableBean","dbe","47","6","0"
"SelectResultBean","dbe","51","3","0"
"TableStatusBean","dbe","143","30","0"
"ViewColumnBean","dbe","42","9","0"
"TableStructureBean","dbe","41","3","0"
"NonSelectResultBean","dbe","29","0","0"
"MessageBean","dbe","58","6","0"
"DBEBean","dbe","42","3","0"
"DataTypeBean","dbe","90","12","0"
"ColumnBean","dbe","193","36","0"
"ConstraintBean","dbe","64","9","0"
"FieldBean","dbe","46","6","0"
"DataBaseBean","dbe","29","3","0"
"ViewStatusBean","dbe","31","3","0"
"ViewStructureBean","dbe","50","6","0"
"SequenceStructureBean","dbe","58","6","0"
"DBDataBean","dbe","91","30","0"
"TruncateAction","dbe","43","1","0"
"DBListAction","dbe","48","0","0"
"DropAction","dbe","63","7","0"
"TableStructureAction","dbe","66","2","0"
"UpdateDataAction","dbe","112","20","0"
"TableListAction","dbe","48","0","0"
"UploadFileAction","dbe","89","18","2"
"DBStructureAction","dbe","89","4","0"
"DeleteAction","dbe","89","11","0"
"CreateTableAction","dbe","144","30","3"
"InsertFormAction","dbe","52","2","0"
"CreateViewAction","dbe","53","8","0"
"CreateSequenceAction","dbe","79","12","0"
"LoginAction","dbe","74","5","0"
"SQLQueryAction","dbe","134","21","3"
"InsertRowAction","dbe","64","5","0"
"CreateImportFormAction","dbe","52","1","0"
"SwitchDBAction","dbe","44","1","0"
"TableLoadDataAction","dbe","163","22","1"
"ViewStructureAction","dbe","59","2","0"
"AlterTableAction","dbe","238","37","0"
"ExportDataAction","dbe","236","42","1"
"SequenceForm","dbe","115","29","0"
"DBDataForm","dbe","79","24","0"
"UploadFileForm","dbe","32","0","0"
"ColumnForm","dbe","180","43","0"
"DerbyTableStructure","gbshape","431","114","0"
"DerbyDataBase","gbshape","65","5","0"
"DerbyViewStructure","gbshape","145","14","0"
"DerbyDataBaseList","gbshape","32","0","0"
"DerbyTableList","gbshape","78","4","0"
"DerbySequenceStructure","gbshape","90","5","0"
"SqlserverDataBaseList","gbshape","32","0","0"
"SqlserverTableList","gbshape","80","4","0"
"SqlserverDataBase","gbshape","65","5","0"
"SqlserverSequenceStructure","gbshape","90","5","0"
"SqlserverViewStructure","gbshape","145","14","0"
"SqlserverTableStructure","gbshape","449","113","0"
"TableListFactory","gbshape","40","4","0"
"DataBaseListFactory","gbshape","40","4","0"
"DataBaseFactory","gbshape","40","4","0"
"SequenceStructureFactory","gbshape","40","4","0"
"ViewStructureFactory","gbshape","40","4","0"
"TableStructureFactory","gbshape","40","4","0"
"PostgresqlTableList","gbshape","67","2","0"
"PostgresqlDataBase","gbshape","65","5","0"
"PostgresqlSequenceStructure","gbshape","90","5","0"
"PostgresqlTableStructure","gbshape","381","106","0"
"PostgresqlViewStructure","gbshape","145","14","0"
"PostgresqlDataBaseList","gbshape","67","2","0"
"TableStructure","gbshape","57","22","0"
"TableList","gbshape","25","0","0"
"SequenceStructure","gbshape","33","1","0"
"ViewStructure","gbshape","35","7","0"
"DataBaseList","gbshape","25","0","0"
"DataBase","gbshape","23","1","0"
"CSVTableImport","gbshape","128","14","0"
"ParameterBean","gbshape","66","9","0"
"ImportTask","gbshape","39","2","0"
"CheckstylePluginStartup","tools","42","0","0"
"CheckstylePluginException","eclipse","108","3","0"
"XMLUtil","eclipse","449","30","0"
"EnhancedCheckBoxTableViewer","checkstyle","935","5","0"
"EnhancedTableViewer","checkstyle","420","6","2"
"ITableComparableProvider","checkstyle","40","1","0"
"ITableSettingsProvider","checkstyle","40","0","0"
"SWTUtil","eclipse","420","12","2"
"CheckstylePluginImages","eclipse","116","0","0"
"CustomLibrariesClassLoader","eclipse","156","0","0"
"RegExMessages","checkstyle","328","211","0"
"RegExContentAssistProcessor","checkstyle","563","141","0"
"CheckstyleLog","eclipse","149","4","0"
"EclipseLogHandler","eclipse","115","2","0"
"IFileSetsEditor","eclipse","66","0","0"
"FileSetEditDialog","eclipse","799","11","9"
"CheckstylePropertyPage","eclipse","748","7","9"
"SimpleFileSetsEditor","eclipse","284","0","0"
"ComplexFileSetsEditor","eclipse","431","7","6"
"CheckConfigurationContentProvider","eclipse","88","0","0"
"FileMatchPatternEditDialog","eclipse","245","1","0"
"ErrorMessages","tools","132","44","0"
"Messages","tools","506","232","0"
"ConfigProperty","eclipse","166","9","0"
"IOptionProvider","checkstyle","40","0","0"
"VisibilityOptionsProvider","checkstyle","48","1","0"
"ConfigPropertyType","checkstyle","210","7","2"
"RuleMetadata","checkstyle","314","16","0"
"ConfigPropertyMetadata","checkstyle","181","12","0"
"RuleGroupMetadata","checkstyle","109","3","0"
"AllTokensProvider","checkstyle","67","0","1"
"MetadataFactory","checkstyle","661","56","4"
"CheckstyleConfigurationFile","eclipse","159","0","5"
"MultiPropertyResolver","checkstyle","110","3","0"
"SystemPropertyResolver","checkstyle","41","2","0"
"RemoteConfigurationType","checkstyle","521","27","8"
"ExternalFileConfigurationType","checkstyle","148","7","0"
"ClasspathVariableResolver","checkstyle","45","3","0"
"IConfigurationType","checkstyle","145","6","0"
"ConfigurationType","checkstyle","352","11","5"
"IContextAware","checkstyle","39","0","0"
"ConfigurationTypes","checkstyle","218","15","0"
"ProjectConfigurationType","checkstyle","99","2","0"
"PropertyUtil","checkstyle","207","21","0"
"StandardPropertyResolver","checkstyle","118","13","0"
"ICheckConfigurationEditor","checkstyle","65","0","0"
"BuiltInConfigurationEditor","checkstyle","149","0","0"
"ProjectConfigurationEditor","checkstyle","372","9","0"
"InternalConfigurationType","checkstyle","84","4","0"
